File,First Sentence
/content/drive/MyDrive/PhD/Forced_alignment/transcript/0001/2/3_2_1_okzk27r__25-02-21-10-29-07_transcript.txt, za osam minuta počinje predstava
/content/drive/MyDrive/PhD/Forced_alignment/transcript/0001/2/3_2_1_okzk28r__25-02-21-10-29-20_transcript.txt, večeras mora da donese odluku i njegovoj smeni
/content/drive/MyDrive/PhD/Forced_alignment/transcript/0001/2/3_2_1_okzk29r__25-02-21-10-29-37_transcript.txt, tu je fer novine su pisale danima
/content/drive/MyDrive/PhD/Forced_alignment/transcript/0001/2/3_2_1_okzk30r__25-02-21-10-29-58_transcript.txt, dugo vremena nismo ovde bili
/content/drive/MyDrive/PhD/Forced_alignment/transcript/0001/3/5_3_0_SZZD01S__25-02-21-10-49-57_transcript.txt, 24 minuta vremena do polaska voza
/content/drive/MyDrive/PhD/Forced_alignment/transcript/0001/3/5_3_0_SZZD02S__25-02-21-10-50-13_transcript.txt, sutra ćemo sve raditi ponovo pa šta ispadne
/content/drive/MyDrive/PhD/Forced_alignment/transcript/0001/3/5_3_0_SZZD03S__25-02-21-10-50-29_transcript.txt, jučer su prodali u sve oblasti i bez njih se ne može
/content/drive/MyDrive/PhD/Forced_alignment/transcript/0001/3/5_3_0_SZZD04S__25-02-21-10-50-45_transcript.txt, otišao na stranstvo prošle godine i još se nije vratio
/content/drive/MyDrive/PhD/Forced_alignment/transcript/0001/3/5_3_0_SZZD05S__25-02-21-10-51-01_transcript.txt, telefon zvoni po ceo dan i tebe traže
/content/drive/MyDrive/PhD/Forced_alignment/transcript/0001/3/5_3_0_SZZD06S__25-02-21-10-51-15_transcript.txt, popiću se na drva ko nema mene vidi
/content/drive/MyDrive/PhD/Forced_alignment/transcript/0001/3/5_3_0_SZZD07S__25-02-21-10-51-29_transcript.txt, uvek se setim tebe kad čujem tu pesmu
/content/drive/MyDrive/PhD/Forced_alignment/transcript/0001/3/5_3_0_SZZD08S__25-02-21-10-51-41_transcript.txt, Da da tako smo se dogovorili
/content/drive/MyDrive/PhD/Forced_alignment/transcript/0001/3/5_3_0_SZZD09S__25-02-21-10-51-53_transcript.txt, znam znam Pa meni je 100 puta pričao
/content/drive/MyDrive/PhD/Forced_alignment/transcript/0001/3/5_3_0_SZZD10S__25-02-21-10-52-07_transcript.txt, Mirjana je rekla da će se uskoro vratiti
/content/drive/MyDrive/PhD/Forced_alignment/transcript/0001/3/5_3_0_SZZD11S__25-02-21-10-52-20_transcript.txt, ne mora idem u istom mestu kao i prošle godine
/content/drive/MyDrive/PhD/Forced_alignment/transcript/0001/3/5_3_0_SZZD12S__25-02-21-10-52-34_transcript.txt, slavi ćemo imati preko 50 gostiju
/content/drive/MyDrive/PhD/Forced_alignment/transcript/0001/3/5_3_0_SZZD13S__25-02-21-10-52-46_transcript.txt, pitaću se pa ću ti javiti
/content/drive/MyDrive/PhD/Forced_alignment/transcript/0001/3/5_3_0_SZZD14S__25-02-21-10-52-58_transcript.txt, naoblačilo se kao da će padati kiša
/content/drive/MyDrive/PhD/Forced_alignment/transcript/0001/3/5_3_0_SZZD15S__25-02-21-10-53-13_transcript.txt, sećam se kad je ulicu Kneza Miloša saobraćao tramvaj
/content/drive/MyDrive/PhD/Forced_alignment/transcript/0001/3/5_3_0_SZZD16S__25-02-21-10-53-39_transcript.txt, na mlade najviše uticaj imaju lica sa strane kao i sport
/content/drive/MyDrive/PhD/Forced_alignment/transcript/0001/3/5_3_0_SZZD17S__25-02-21-10-53-55_transcript.txt, čim uplata on će doneti robu
/content/drive/MyDrive/PhD/Forced_alignment/transcript/0001/3/5_3_0_SZZD18S__25-02-21-10-54-37_transcript.txt, nazvaću te ponovo otprilike za sat vremena
/content/drive/MyDrive/PhD/Forced_alignment/transcript/0001/3/5_3_0_SZZD19S__25-02-21-10-55-00_transcript.txt, Otvori se igraonica preko puta naše zgrade
/content/drive/MyDrive/PhD/Forced_alignment/transcript/0001/3/5_3_0_SZZD20S__25-02-21-10-55-15_transcript.txt, javio si otišao na aerodrom
/content/drive/MyDrive/PhD/Forced_alignment/transcript/0001/3/5_3_0_SZZD21S__25-02-21-10-55-27_transcript.txt, samo što sam stigao odmah sam morao da odem na sastanak
/content/drive/MyDrive/PhD/Forced_alignment/transcript/0001/3/5_3_0_SZZD22S__25-02-21-10-55-41_transcript.txt, Taman sam krenula da učim a on me pozvao
/content/drive/MyDrive/PhD/Forced_alignment/transcript/0001/3/5_3_0_SZZD23S__25-02-21-10-56-03_transcript.txt, Strpi se još malo samo što nismo stigli
/content/drive/MyDrive/PhD/Forced_alignment/transcript/0001/3/5_3_0_SZZD24S__25-02-21-10-56-16_transcript.txt, Putinci su nemogući niko ih ne može obuzdati
/content/drive/MyDrive/PhD/Forced_alignment/transcript/0001/3/5_3_0_SZZD25S__25-02-21-10-56-30_transcript.txt, mene u sobu za nekoliko minuta pre nas
/content/drive/MyDrive/PhD/Forced_alignment/transcript/0001/3/5_3_0_SZZD26S__25-02-21-10-56-45_transcript.txt, gotovo je sve možete početi sa pričom
/content/drive/MyDrive/PhD/Forced_alignment/transcript/0001/3/5_3_0_SZZD27S__25-02-21-10-56-59_transcript.txt, kad završi sa sastankom Javiće nam rezultate
/content/drive/MyDrive/PhD/Forced_alignment/transcript/0001/3/5_3_0_SZZD28S__25-02-21-10-57-13_transcript.txt, malopre sam se čuo sa njim i on mi sve ispričao
/content/drive/MyDrive/PhD/Forced_alignment/transcript/0001/3/5_3_0_SZZD29S__25-02-21-10-57-47_transcript.txt, gde si ti vrati sa posla svratiću do tebe
/content/drive/MyDrive/PhD/Forced_alignment/transcript/0001/3/5_3_0_SZZD30S__25-02-21-11-32-51_transcript.txt, Upravo su mi javili da treba da dođem sutra
/content/drive/MyDrive/PhD/Forced_alignment/transcript/0001/3/5_3_1_SZZK01S__25-02-21-11-33-10_transcript.txt, Vratiću se brzo
/content/drive/MyDrive/PhD/Forced_alignment/transcript/0001/3/5_3_1_SZZK02S__25-02-21-11-33-21_transcript.txt, ne idem danas u školu
/content/drive/MyDrive/PhD/Forced_alignment/transcript/0001/3/5_3_1_SZZK03S__25-02-21-11-33-39_transcript.txt, prespava ću ceo dan
/content/drive/MyDrive/PhD/Forced_alignment/transcript/0001/3/5_3_1_SZZK04S__25-02-21-11-33-51_transcript.txt, napisaću mu pismo
/content/drive/MyDrive/PhD/Forced_alignment/transcript/0001/3/5_3_1_SZZK05S__25-02-21-11-34-06_transcript.txt, Krećemo za 5 minuta
/content/drive/MyDrive/PhD/Forced_alignment/transcript/0001/3/5_3_1_SZZK06S__25-02-21-11-34-18_transcript.txt, doći će nam Mirko na ručak
/content/drive/MyDrive/PhD/Forced_alignment/transcript/0001/3/5_3_1_SZZK07S__25-02-21-11-34-31_transcript.txt, još malo pa će izbori
/content/drive/MyDrive/PhD/Forced_alignment/transcript/0001/3/5_3_1_SZZK08S__25-02-21-11-34-42_transcript.txt, sutra će biti 27 u hladu
/content/drive/MyDrive/PhD/Forced_alignment/transcript/0001/3/5_3_1_SZZK09S__25-02-21-11-34-55_transcript.txt, navečer žurka kod komšija
/content/drive/MyDrive/PhD/Forced_alignment/transcript/0001/3/5_3_1_SZZK10S__25-02-21-11-35-14_transcript.txt, za dva dana počinje škola
/content/drive/MyDrive/PhD/Forced_alignment/transcript/0001/3/5_3_1_SZZK11S__25-02-21-11-35-26_transcript.txt, sutra smo sami u kući
/content/drive/MyDrive/PhD/Forced_alignment/transcript/0001/3/5_3_1_SZZK12S__25-02-21-11-35-38_transcript.txt, Petar će doći u ponedeljak
/content/drive/MyDrive/PhD/Forced_alignment/transcript/0001/3/5_3_1_SZZK13S__25-02-21-11-35-57_transcript.txt, moj sin prvi put sam na more
/content/drive/MyDrive/PhD/Forced_alignment/transcript/0001/3/5_3_1_SZZK14S__25-02-21-11-36-28_transcript.txt, demonstracije su opet počele
/content/drive/MyDrive/PhD/Forced_alignment/transcript/0001/3/5_3_1_SZZK15S__25-02-21-11-36-41_transcript.txt, javio se u poslednjem trenutku
/content/drive/MyDrive/PhD/Forced_alignment/transcript/0001/3/5_3_1_SZZK16S__25-02-21-11-36-53_transcript.txt, sanjala sam ti pre neku noć
/content/drive/MyDrive/PhD/Forced_alignment/transcript/0001/3/5_3_1_SZZK17S__25-02-21-11-37-05_transcript.txt, primjer je obećao viši standard
/content/drive/MyDrive/PhD/Forced_alignment/transcript/0001/3/5_3_1_SZZK18S__25-02-21-11-37-17_transcript.txt, kupiti pijaca poskupela
/content/drive/MyDrive/PhD/Forced_alignment/transcript/0001/3/5_3_1_SZZK19S__25-02-21-11-37-28_transcript.txt, večeras najavljuju padavine
/content/drive/MyDrive/PhD/Forced_alignment/transcript/0001/3/5_3_1_SZZK20S__25-02-21-11-37-40_transcript.txt, u ponedeljak putujem na frušku Goru
/content/drive/MyDrive/PhD/Forced_alignment/transcript/0001/3/5_3_1_SZZK21S__25-02-21-11-37-54_transcript.txt, ne karte važi još dva dana
/content/drive/MyDrive/PhD/Forced_alignment/transcript/0001/3/5_3_1_SZZK22S__25-02-21-11-38-05_transcript.txt, naša kola su stare 10 godina
/content/drive/MyDrive/PhD/Forced_alignment/transcript/0001/3/5_3_1_SZZK23S__25-02-21-11-38-17_transcript.txt, sutra se završava školska godina
/content/drive/MyDrive/PhD/Forced_alignment/transcript/0001/3/5_3_1_SZZK24S__25-02-21-11-38-30_transcript.txt, preko leta ću biti u Beogradu
/content/drive/MyDrive/PhD/Forced_alignment/transcript/0001/3/5_3_1_SZZK25S__25-02-21-11-38-45_transcript.txt, nismo kontaktu više od godinu dana
/content/drive/MyDrive/PhD/Forced_alignment/transcript/0001/3/5_3_1_SZZK26S__25-02-21-11-38-57_transcript.txt, braku smo već devet godina
/content/drive/MyDrive/PhD/Forced_alignment/transcript/0001/3/5_3_1_SZZK27S__25-02-21-11-39-09_transcript.txt, za osam minuta počinje predstava
/content/drive/MyDrive/PhD/Forced_alignment/transcript/0001/3/5_3_1_SZZK28S__25-02-21-11-39-22_transcript.txt, večeras mora da donese odluku njegovoj smeni
/content/drive/MyDrive/PhD/Forced_alignment/transcript/0001/3/5_3_1_SZZK29S__25-02-21-11-39-35_transcript.txt, tu je ferie novine su pisale danima
/content/drive/MyDrive/PhD/Forced_alignment/transcript/0001/3/5_3_1_SZZK30S__25-02-21-11-39-48_transcript.txt, dugo vremena mi smo ovde bili
/content/drive/MyDrive/PhD/Forced_alignment/transcript/0001/4/4_4_0_SKMD01T__25-02-21-01-19-47_transcript.txt, imam već četiri minuta vremena da polaska voza
/content/drive/MyDrive/PhD/Forced_alignment/transcript/0001/4/4_4_0_SKMD02T__25-02-21-01-20-03_transcript.txt, sutra ćemo sve raditi ponovo pa šta ispadne
/content/drive/MyDrive/PhD/Forced_alignment/transcript/0001/4/4_4_0_SKMD03T__25-02-21-01-20-19_transcript.txt, kompjuteri su prodale se oblasti i bez njih se ne može
/content/drive/MyDrive/PhD/Forced_alignment/transcript/0001/4/4_4_0_SKMD04T__25-02-21-01-20-38_transcript.txt, otišao na stranstvo prošle godine i još se nije vratio
/content/drive/MyDrive/PhD/Forced_alignment/transcript/0001/4/4_4_0_SKMD05T__25-02-21-01-20-55_transcript.txt, telefoni zvone počeo da tebe tražim
/content/drive/MyDrive/PhD/Forced_alignment/transcript/0001/4/4_4_0_SKMD06T__25-02-21-01-21-10_transcript.txt, peći na drva ako mi mama ne vidi
/content/drive/MyDrive/PhD/Forced_alignment/transcript/0001/4/4_4_0_SKMD07T__25-02-21-01-21-23_transcript.txt, uvek se setim tebe kad čujem tu pesmu
/content/drive/MyDrive/PhD/Forced_alignment/transcript/0001/4/4_4_0_SKMD08T__25-02-21-01-21-42_transcript.txt,  kako smo se dogovorili
/content/drive/MyDrive/PhD/Forced_alignment/transcript/0001/4/4_4_0_SKMD09T__25-02-21-12-51-49_transcript.txt, znam znam Pa meni je 100 puta priča
/content/drive/MyDrive/PhD/Forced_alignment/transcript/0001/4/4_4_0_SKMD10T__25-02-21-12-52-17_transcript.txt, Mirjana je rekla da će se uskoro vratiti
/content/drive/MyDrive/PhD/Forced_alignment/transcript/0001/4/4_4_0_SKMD11T__25-02-21-12-52-30_transcript.txt, na more Idemo u istom mestu kao i prošle godine
/content/drive/MyDrive/PhD/Forced_alignment/transcript/0001/4/4_4_0_SKMD12T__25-02-21-12-52-46_transcript.txt, na slavi ćemo imati preko 50 gostiju
/content/drive/MyDrive/PhD/Forced_alignment/transcript/0001/4/4_4_0_SKMD13T__25-02-21-12-52-59_transcript.txt, raspitaću se pa ću ti javiti
/content/drive/MyDrive/PhD/Forced_alignment/transcript/0001/4/4_4_0_SKMD14T__25-02-21-12-53-11_transcript.txt, bacila se kao da će padati kiša
/content/drive/MyDrive/PhD/Forced_alignment/transcript/0001/4/4_4_0_SKMD15T__25-02-21-12-53-25_transcript.txt, šećer sve kad je ulica Kneza Miloša saobraćao tramvaj
/content/drive/MyDrive/PhD/Forced_alignment/transcript/0001/4/4_4_0_SKMD16T__25-02-21-12-53-41_transcript.txt, da mladi najviše utiče imaju lice sve strane kao i sporta
/content/drive/MyDrive/PhD/Forced_alignment/transcript/0001/4/4_4_0_SKMD17T__25-02-21-12-54-01_transcript.txt, čim mu plate on će doneti robu
/content/drive/MyDrive/PhD/Forced_alignment/transcript/0001/4/4_4_0_SKMD18T__25-02-21-12-54-15_transcript.txt, nazvaću te ponovo odprilike u za sat vremena
/content/drive/MyDrive/PhD/Forced_alignment/transcript/0001/4/4_4_0_SKMD19T__25-02-21-12-54-31_transcript.txt, otvara se igraonica preko puta naše zgrade
/content/drive/MyDrive/PhD/Forced_alignment/transcript/0001/4/4_4_0_SKMD20T__25-02-21-12-54-46_transcript.txt, javio si se i otišao na aerodrom
/content/drive/MyDrive/PhD/Forced_alignment/transcript/0001/4/4_4_0_SKMD21T__25-02-21-12-55-01_transcript.txt, samo što sam stigao odmah sam morao da odem na sastanak
/content/drive/MyDrive/PhD/Forced_alignment/transcript/0001/4/4_4_0_SKMD22T__25-02-21-12-55-16_transcript.txt, Taman sam krenula da učim a on mi pozdrav
/content/drive/MyDrive/PhD/Forced_alignment/transcript/0001/4/4_4_0_SKMD23T__25-02-21-12-55-30_transcript.txt, Strpi se još malo samo što nismo stigli
/content/drive/MyDrive/PhD/Forced_alignment/transcript/0001/4/4_4_0_SKMD24T__25-02-21-12-55-45_transcript.txt, novi klinci su nemogući niko ih ne može obuzdati
/content/drive/MyDrive/PhD/Forced_alignment/transcript/0001/4/4_4_0_SKMD25T__25-02-21-12-56-01_transcript.txt, Milenijum ušao u voz nekoliko minuta prenos
/content/drive/MyDrive/PhD/Forced_alignment/transcript/0001/4/4_4_0_SKMD26T__25-02-21-12-56-19_transcript.txt, gotovo je sve možete početi sa pričom
/content/drive/MyDrive/PhD/Forced_alignment/transcript/0001/4/4_4_0_SKMD27T__25-02-21-12-56-36_transcript.txt, kad završi sa sastankom Javiće nam rezultate
/content/drive/MyDrive/PhD/Forced_alignment/transcript/0001/4/4_4_0_SKMD28T__25-02-21-12-56-52_transcript.txt, malopre sam se čuo sa njim i on mi je sve ispričao
/content/drive/MyDrive/PhD/Forced_alignment/transcript/0001/4/4_4_0_SKMD29T__25-02-21-12-57-16_transcript.txt, kad se vrati sa posla svrati ću do tebe
/content/drive/MyDrive/PhD/Forced_alignment/transcript/0001/4/4_4_0_SKMD30T__25-02-21-12-57-29_transcript.txt, Upravo su mi javili da treba da dođem sutra
/content/drive/MyDrive/PhD/Forced_alignment/transcript/0001/4/4_4_1_SKMK01T__25-02-21-12-28-03_transcript.txt, Vratiću se brzo
/content/drive/MyDrive/PhD/Forced_alignment/transcript/0001/4/4_4_1_SKMK02T__25-02-21-12-28-22_transcript.txt, ne idem danas u školu
/content/drive/MyDrive/PhD/Forced_alignment/transcript/0001/4/4_4_1_SKMK03T__25-02-21-12-28-35_transcript.txt, spavaću ceo dan
/content/drive/MyDrive/PhD/Forced_alignment/transcript/0001/4/4_4_1_SKMK04T__25-02-21-12-28-45_transcript.txt, napisaću mu pismo
/content/drive/MyDrive/PhD/Forced_alignment/transcript/0001/4/4_4_1_SKMK05T__25-02-21-12-28-55_transcript.txt, Krećemo za 5 minuta
/content/drive/MyDrive/PhD/Forced_alignment/transcript/0001/4/4_4_1_SKMK06T__25-02-21-12-29-16_transcript.txt, doći će nam Mirko na ručak
/content/drive/MyDrive/PhD/Forced_alignment/transcript/0001/4/4_4_1_SKMK07T__25-02-21-12-29-27_transcript.txt, još malo peći izbori
/content/drive/MyDrive/PhD/Forced_alignment/transcript/0001/4/4_4_1_SKMK08T__25-02-21-12-29-38_transcript.txt, sutra će biti 27 u hladu
/content/drive/MyDrive/PhD/Forced_alignment/transcript/0001/4/4_4_1_SKMK09T__25-02-21-12-58-59_transcript.txt, Da li će žurka kod komšije
/content/drive/MyDrive/PhD/Forced_alignment/transcript/0001/4/4_4_1_SKMK10T__25-02-21-12-59-09_transcript.txt, za dva dana počinje škola
/content/drive/MyDrive/PhD/Forced_alignment/transcript/0001/4/4_4_1_SKMK11T__25-02-21-12-59-19_transcript.txt, od sutra smo sami u kući
/content/drive/MyDrive/PhD/Forced_alignment/transcript/0001/4/4_4_1_SKMK12T__25-02-21-12-59-28_transcript.txt, peper će doći u ponedeljak
/content/drive/MyDrive/PhD/Forced_alignment/transcript/0001/4/4_4_1_SKMK13T__25-02-21-12-59-41_transcript.txt, moj sin ide prvi put sam na more
/content/drive/MyDrive/PhD/Forced_alignment/transcript/0001/4/4_4_1_SKMK14T__25-02-21-12-59-59_transcript.txt, demonstracije su opet počele
/content/drive/MyDrive/PhD/Forced_alignment/transcript/0001/4/4_4_1_SKMK15T__25-02-21-01-00-09_transcript.txt, pojavio se u poslednjem trenutku
/content/drive/MyDrive/PhD/Forced_alignment/transcript/0001/4/4_4_1_SKMK16T__25-02-21-01-00-19_transcript.txt, Sanjala sam te pre neku noć
/content/drive/MyDrive/PhD/Forced_alignment/transcript/0001/4/4_4_1_SKMK17T__25-02-21-01-00-30_transcript.txt, premijer je obećao viši standard
/content/drive/MyDrive/PhD/Forced_alignment/transcript/0001/4/4_4_1_SKMK18T__25-02-21-01-00-40_transcript.txt, Opet je pijaca poskupela
/content/drive/MyDrive/PhD/Forced_alignment/transcript/0001/4/4_4_1_SKMK19T__25-02-21-01-00-51_transcript.txt, večeras najavljuju padavine
/content/drive/MyDrive/PhD/Forced_alignment/transcript/0001/4/4_4_1_SKMK20T__25-02-21-01-01-07_transcript.txt, u ponedeljak putujem na frušku Goru
/content/drive/MyDrive/PhD/Forced_alignment/transcript/0001/4/4_4_1_SKMK21T__25-02-21-01-01-17_transcript.txt, makar traži šta da
/content/drive/MyDrive/PhD/Forced_alignment/transcript/0001/4/4_4_1_SKMK22T__25-02-21-01-01-28_transcript.txt, naše kolo stara 10 godina
/content/drive/MyDrive/PhD/Forced_alignment/transcript/0001/4/4_4_1_SKMK23T__25-02-21-01-01-39_transcript.txt, sutra se završava školska godina
/content/drive/MyDrive/PhD/Forced_alignment/transcript/0001/4/4_4_1_SKMK24T__25-02-21-01-01-48_transcript.txt, preko leta ću biti u Beogradu
/content/drive/MyDrive/PhD/Forced_alignment/transcript/0001/4/4_4_1_SKMK25T__25-02-21-01-02-00_transcript.txt, Mi smo u kontaktu više od godinu dana
/content/drive/MyDrive/PhD/Forced_alignment/transcript/0001/4/4_4_1_SKMK26T__25-02-21-01-02-13_transcript.txt, u braku smo već devet godina
/content/drive/MyDrive/PhD/Forced_alignment/transcript/0001/4/4_4_1_SKMK27T__25-02-21-01-02-27_transcript.txt, za osam minuta počinje predstava
/content/drive/MyDrive/PhD/Forced_alignment/transcript/0001/4/4_4_1_SKMK28T__25-02-21-01-02-38_transcript.txt, večeras mora donese odluka o njegovoj smeni
/content/drive/MyDrive/PhD/Forced_alignment/transcript/0001/4/4_4_1_SKMK29T__25-02-21-01-02-50_transcript.txt, Ma to je serija novine se upisuje danima
/content/drive/MyDrive/PhD/Forced_alignment/transcript/0001/4/4_4_1_SKMK30T__25-02-21-01-03-01_transcript.txt, dugo vremena nismo ovde bili
/content/drive/MyDrive/PhD/Forced_alignment/transcript/0002/0/1_0_0_MMMD02L__25-02-21-02-45-20_transcript.txt, sutra ćemo sve raditi ponovo pa šta ispadne
/content/drive/MyDrive/PhD/Forced_alignment/transcript/0002/0/1_0_0_MMMD01L__25-02-21-02-44-57_transcript.txt, imamo još četiri minuta vremena do polaska voza
/content/drive/MyDrive/PhD/Forced_alignment/transcript/0002/0/1_0_0_MMMD03L__25-02-21-02-45-42_transcript.txt, kompjuteri su prodali u sve oblasti i bez njih se ne može
/content/drive/MyDrive/PhD/Forced_alignment/transcript/0002/0/1_0_0_MMMD04L__25-02-21-02-46-09_transcript.txt, Otišao je u inostranstvo prošle godine i još se nije vratio
/content/drive/MyDrive/PhD/Forced_alignment/transcript/0002/0/1_0_0_MMMD05L__25-02-21-02-46-34_transcript.txt, telefoni zvone po ceo dan i tebe traže
/content/drive/MyDrive/PhD/Forced_alignment/transcript/0002/0/1_0_0_MMMD06L__25-02-21-02-47-11_transcript.txt, popeću se na drvo ako mi mama ne vidi
/content/drive/MyDrive/PhD/Forced_alignment/transcript/0002/0/1_0_0_MMMD07L__25-02-21-02-47-32_transcript.txt, uvek se setim tebe kad čujem tu pesmu
/content/drive/MyDrive/PhD/Forced_alignment/transcript/0002/0/1_0_0_MMMD08L__25-02-21-02-47-52_transcript.txt, Da da tako smo se dogovorili
/content/drive/MyDrive/PhD/Forced_alignment/transcript/0002/0/1_0_0_MMMD09L__25-02-21-02-48-06_transcript.txt, znam znam Pa meni je 100 puta pričao
/content/drive/MyDrive/PhD/Forced_alignment/transcript/0002/0/1_0_0_MMMD10L__25-02-21-02-49-16_transcript.txt, Mirjana je rekla da će se uskoro vratiti
